id,Title,Content,SKU,"Product Type","Parent Product ID","Product Size","Product Attributes",INGREDIENTS
1455,"Coconut Hair Defrizzer & Heat Protector","Coconut Hair Defrizzer and Heat Protector<!--<div class=""pr_snippet_product""></div> --><!--
THIS FILE IS NOT USED AND IS HERE AS A STARTING POINT FOR CUSTOMIZATION ONLY.
See http://api.drupal.org/api/function/theme_field/7 for details.
After copying this file to your theme's folder and customizing it, remove this
HTML comment.
-->

<DIV class=field-items>

<DIV class=""field-item even field field-name-body field-type-text-with-summary field-label-hidden clearfix clearfix"" property=""content:encoded"">

<P>• Moisturizes hair and restores healthy luster<BR>• Leaves hair smooth and soft<BR>• Protects hair against heat styling damage<BR/><BR/>NEW! A unique blend of 4 desert botanicals and coconut oil extracts help prevent and repair damage to hair, leaving hair smooth and healthy. This lightweight spray penetrates hair cuticle and conditions from within, protecting the surface of the hair against further damage. Jojoba seed extract conditions and adds shine.</P>

<P style=""MARGIN: 0px"">8.5 fl oz / 237 ml</P></DIV></DIV>",DES3786NDE,simple,0,,a:0:{},
1456,"Scalp Relief Conditioner","<p>This doctor-developed, clinically tested formula works in four ways to gently detangle, de-flake, soothe and nourish the scalp and hair. Using our proprietary Therapeutic Psorzema® Herbal Blend plus healthful vitamins and botanicals, this conditioner calms a dandruff-prone, itchy, irritated scalp and locks in moisture to replenish the hair, from root to tip.</p><p>· DETANGLE: Sweet Almond Oil, Organic Argan Oil and Organic Aloe condition hair thoroughly and boost shine.</p><p>· DE-FLAKE: Salicylic Acid penetrates to lift away excess flakes and surface buildup.</p><p>· SOOTHE: Tea Tree and Menthol help calm and cool itch on contact and help maintain scalp purity over time</p><p>· NOURISH: Therapeutic Psorzema® Herbal Blend (Neem, Burdock and Bearberry) replenishes a dry, irritated, scaling scalp, helping to promote optimum scalp and hair health.</p><p>Safe for color-treated hair. Use with our Scalp Relief Shampoo for a complete soothing scalp care regimen.</p><p>Consumer tested, clinically tested, allergy tested, coal tar-free, pine tar-free, steroid-free, prescription-free, 100% vegan, cruelty-free, paraben-free, sulfate-free, mineral oil-free, lanolin-free, gluten-free, GMO-free.</p>",DRM8740,simple,0,,a:0:{},
1457,"Volume & Shine Restoring Conditoner 236 ml","<p><span mce-data-marked=""1""><span mce-data-marked=""1"">Purifying Lemongrass Oil helps to stimulate healthy hair follicles and balance oil without stripping your hair. Quinoa Protein and ProVitamin B5 provide essential nutrients to help boost volume, add luster and reverse dullness for supremely healthy, silky smooth hair.&nbsp;Safe for color-treated hair. Sulfate-free and silicone-free.</span></span></p><p><span mce-data-marked=""1""><span mce-data-marked=""1"">Ingredients:</span></span></p><p><span mce-data-marked=""1""><span mce-data-marked=""1"">Water, Caprylic/Capric Triglyceride (Vegetable Derived), Cetyl Alcohol (Plant Derived), Brassicyl Isoleucinate Esylate (Plant Derived), Brassica Alcohol (Plant Derived), Glycerin (Vegetable Derived), Cetearyl Glucoside (Plant Derived), Arginine, Hydrolyzed Quinoa, Arnica Montana Flower Extract, Tocopherol (Vitamin E), Helianthus Annuus (Sunflower) Seed Oil, Panthenol (Provitamin B5), Phenoxyethanol, Ethylhexylglycerin, Cymbopogon Schoenanthus (West Indian Lemongrass) Oil, Cymbopogon Martini (Palmarosa) Oil, Natural Fragrance Oils.</span></span></p><p><span mce-data-marked=""1""><span mce-data-marked=""1"">How to use:</span></span></p><p><span mce-data-marked=""1""><span mce-data-marked=""1""><span mce-data-marked=""1""><span mce-data-marked=""1"">After shampooing, apply conditioner from mid-length to the ends of hair. Leave on for 1-2 minutes and rinse well. Use regularly for best results.&nbsp;</span></span>&nbsp;</span></span></p>",DRM6320,simple,0,,a:0:{},
1458,"Hydrate & Smooth Nourishing Conditoner 236 ml","<p><span mce-data-marked=""1""><span mce-data-marked=""1"">Apricot seed and organic Argan Oils lock in essential moisture to help boost shine, tame frizz, and leave hair soft and silky to the touch. ProVitamin B5 and Quinoa Protein provide essential nutrients to help moisturize and condition, promoting healthy and rejuvenated hair. Safe for color treated hair. Sulfate-free and silicone-free.&nbsp;</span></span></p><p><span mce-data-marked=""1""><span mce-data-marked=""1"">Ingredients:</span></span></p><p><span mce-data-marked=""1""><span mce-data-marked=""1"">Water, Caprylic/Capric Triglyceride (Vegetable Derived), Cetyl Alcohol (Plant Derived), Brassicyl Isoleucinate Esylate (Plant Derived), Brassica Alcohol (Plant Derived), Glycerin (Vegetable Derived), Cetearyl Glucoside (Plant Derived), Arginine, Hydrolyzed Quinoa, Arnica Montana Flower Extract, Argania Spinosa (Argan) Kernel Oil, Prunus Armeniaca (Apricot) Kernel Oil, Tocopherol (Vitamin E), Helianthus Annuus (Sunflower) Seed Oil, Panthenol (Provitamin B5), Phenoxyethanol, Ethylhexylglycerin, Natural Fragrance Oils.</span></span></p><p><span mce-data-marked=""1""><span mce-data-marked=""1"">How to use:</span></span></p><p><span mce-data-marked=""1""><span mce-data-marked=""1""><span mce-data-marked=""1""><span mce-data-marked=""1"">After shampooing, apply conditioner from mid-length to the ends of hair. Leave on for 1-2 minutes and rinse well. Use regularly for best results.&nbsp;</span></span>&nbsp;</span></span></p>",DRM6315,simple,0,,a:0:{},
1459,"Very clean hand soap - Fresh Scent","-Quickly cuts through &amp; removes hard-to-get-off grease and oils AND is gentle of hands.<br> - Strong enough for those extra-tough-jobs yet mild enough for the whole family.<br> -Won't dry skin -- even with frequent use.<br> -Use in the workshop, workplace, garage, kitchen, bath -- &amp; just about anywhere.<br> -Great for mechanics, cooks, construction workers, weekend do-it-yourselfers -- &amp; just about anyone.<br><br> 355 ml<br>",SHI37303,simple,0,,a:0:{},
1460,"Very clean hand soap - Cucumber Scent","-Quickly cuts through &amp; removes hard-to-get-off grease and oils AND is gentle of hands.<br> - Strong enough for those extra-tough-jobs yet mild enough for the whole family.<br> -Won't dry skin -- even with frequent use.<br> -Use in the workshop, workplace, garage, kitchen, bath -- &amp; just about anywhere.<br> -Great for mechanics, cooks, construction workers, weekend do-it-yourselfers -- &amp; just about anyone.<br><br> 355 ml<br>",SHI37302,simple,0,,a:0:{},
1461,"Very clean hand soap - Citrus Scent","-Quickly cuts through &amp; removes hard-to-get-off grease and oils AND is gentle of hands.<br> - Strong enough for those extra-tough-jobs yet mild enough for the whole family.<br> -Won't dry skin -- even with frequent use.<br> -Use in the workshop, workplace, garage, kitchen, bath -- &amp; just about anywhere.<br> -Great for mechanics, cooks, construction workers, weekend do-it-yourselfers -- &amp; just about anyone.<br><br> 355 ml<br>",SHI37301,simple,0,,a:0:{},
1462,"Hand Wash Coconut","Gentle hand soap that effectively cleanse without drying the skin. Organic Jojoba Oil and Shea Butter add moisture. Gentle cleansers remove dirt while leaving skin silky smooth and pampered. <BR/><BR/>Ingredeients: Citrus Medica Limonum (Lemon) Peel Extract*, Citrus Grandis (Grapefruit) Fruit Extract*, Vanilla Planifolia (Vanilla) Extract*, Lavandula Angustifolia (Lavender) Extract*, Water (Aqua), Sodium Coco-Sulfate (Coconut Derived), Decyl Glucoside (Coconut and Corn Derived), Glycerin, Butyrospermum Parkii (Shea) Butter*, Coco Nucifera (Coconut) Oil*, Dehydroacetic Acid, Citric Acid, Hydrogenated Coco-Glycerides (Coconut Derived), Potassium Sorbate (Fruit Derived), Benzyl Alcohol (Plant Derived), Sodium Chloride, Fragrance (Parfum). *Certified Organic.",DES3755DE,simple,0,,a:0:{},
1463,"Liquid Handsoap French Lavender","<p><span style=""color: rgb(0, 0, 0);"">The timeless, relaxing scent of Lavender is the star of our signature hand soap. Nutrient-rich botanical extracts are combined with Vitamin E and Coconut based cleansers to nourish the skin, leaving hands gently cleansed and lightly scented. 12 fl oz, packaged in a recycled blue bottle.</span></p><span style=""color: rgb(0, 0, 0);""><h2>BENEFITS<span class=""toggle""></span></h2><div class=""box-collateral-content""><div class=""std""><p><span style=""color: rgb(0, 0, 0);"">ESSENTIAL OILS</span><br><span style=""color: rgb(0, 0, 0);"">The classic scent of pure Lavender Essential Oil soothes the senses and restores tranquility.</span></p><p><span style=""color: rgb(0, 0, 0);"">BOTANICAL EXTRACTS</span><br><span style=""color: rgb(0, 0, 0);"">Our signature EO® Organic Herbal Blend of Chamomile, Calendula, Aloe and White Tea extracts supports healthy, happy skin.</span></p><p><span style=""color: rgb(0, 0, 0);"">BEAUTIFUL SKIN</span><br><span style=""color: rgb(0, 0, 0);"">These lovely oils and herbal ingredients are combined with our gentle Coconut derived cleansers to create a mild, soothing foam. Gentle on hands and the planet and safe for septic systems.&nbsp;</span></p></div></div><div class=""box-collateral box-ingredients""><h2>INGREDIENTS<span class=""toggle""></span></h2><div class=""box-collateral-content""><div class=""std""><p><span style=""color: rgb(0, 0, 0);"">Purified Water, Cocamidopropyl Hydroxysultaine, Sodium Methyl Cocoyl Taurate, Sodium Coco-Sulfate, Caprylyl/Capryl Glucoside, EO Essential Oil Blend [Lavendula Angustifolia (Lavender) Oil, Lavandula Hybrida Oil], EO Organic Herbal Blend [Organic Aloe Barbadensis Leaf, Organic Chamomilla Recutita (Matricaria) Flower Extract, Organic Calendula Officinalis Flower Extract, Organic Camelia Sinensis Leaf Extract], Citric Acid, Sodium Phytate, Phenoxyethanol, Benzyl Alcohol, Potassium Sorbate, Tocopherol</span></p></div></div></div><div class=""box-collateral box-directions""><h2>DIRECTIONS<span class=""toggle""></span></h2><div class=""box-collateral-content""><div class=""std""><p><span style=""color: rgb(0, 0, 0);"">Generously apply to hands, lather up and breathe in the soothing scent of lavender. Rinse and smile.</span></p></div></div></div></span><p><br></p>",EO120140,simple,0,,a:0:{},
1464,"Liquid Handsoap Lemon & Eucalyptus","<p><span style=""color: rgb(0, 0, 0);"">An uplifting blend of Eucalyptus, Lemon, Lavender and Thyme essential oils lends this hand soap its fresh scent. Nutrient-rich botanical extracts are combined with Vitamin E and Coconut based cleansers to nourish the skin, leaving hands gently cleansed and lightly scented. 12 fl oz, packaged in a recycled blue bottle.</span></p><span style=""color: rgb(0, 0, 0);""><h2>BENEFITS<span class=""toggle""></span></h2><div class=""box-collateral-content""><div class=""std""><p><span style=""color: rgb(0, 0, 0);"">ESSENTIAL OILS</span><br><span style=""color: rgb(0, 0, 0);"">A stimulating blend of Eucalyptus, Lemon, Lavender and Thyme Essential Oils awakens the senses.</span></p><p><span style=""color: rgb(0, 0, 0);"">BEAUTIFUL BOTANICALS</span><br><span style=""color: rgb(0, 0, 0);"">Our signature EO® Organic Herbal Blend of Chamomile, Calendula, Aloe and White Tea extracts is rich in Vitamin E, delivering essential antioxidants to the skin.</span></p><p><span style=""color: rgb(0, 0, 0);"">LATHER UP, WIND DOWN</span><br><span style=""color: rgb(0, 0, 0);"">These lovely oils and herbal ingredients are combined with our gentle Coconut derived cleansers to create a mild, soothing foam. Gentle on hands and the planet and safe for septic systems.&nbsp;</span></p></div></div><div class=""box-collateral box-ingredients""><h2>INGREDIENTS<span class=""toggle""></span></h2><div class=""box-collateral-content""><div class=""std""><p><span style=""color: rgb(0, 0, 0);"">Purified Water, Cocamidopropyl Hydroxysultaine, Sodium Methyl Cocoyl Taurate, Sodium Coco-Sulfate, Caprylyl/Capryl Glucoside, EO Essential Oil Blend [Eucalyptus Globulus Leaf Oil, Lavendula Angustifolia (Lavender) Oil, Citrus Medica Limonum (Lemon) Peel Oil, Thymus Vulgaris (Thyme) Flower/Leaf Oil], EO Organic Herbal Blend [Organic Aloe Barbadensis Leaf, Organic Chamomilla Recutita (Matricaria) Flower Extract, Organic Calendula Officinalis Flower Extract, Organic Camelia Sinensis Leaf Extract], Citric Acid, Sodium Phytate, Phenoxyethanol, Benzyl Alcohol, Potassium Sorbate, Tocopherol</span></p></div></div></div><div class=""box-collateral box-directions""><h2>DIRECTIONS<span class=""toggle""></span></h2><div class=""box-collateral-content""><div class=""std""><p><span style=""color: rgb(0, 0, 0);"">Generously apply to hands, lather up and breathe in the uplifting scents of lemon and eucalyptus. Rinse and smile.</span></p></div></div></div></span><p><br></p>",EO120133,simple,0,,a:0:{},
1465,"Glowing Palette","<p>Illuminators draw attention to and bring forward any areas of the face where emphasis is desired. This Glowing Palette contains six illuminator options to suit a wide range of skin tones. Formulated with natural ingredients, these illuminators melt seamlessly into the skin and can be layered, whether the goal is a natural or dramatic look.</p><p>Gently sweep onto any areas you want to emphasize. The areas of the face that illuminators are typically applied to are the highest points of the cheekbones, down the bridge of the nose, along the Cupid’s bow, underneath the brow bone, and to the inner corners of the eyes.</p>",BPTEP012,simple,0,,a:0:{},
1466,"Contour and Highlight Cream Palette før kr 649","<p>Ready to add some definition and dimension to your complexion? This palette contains six shades to help you highlight the areas you want to bring out, or contour the areas you want to slim down. We have included these step-by-step instructions that make contouring and highlighting easier than ever.</p><h3>Contouring</h3><p>Step 1: Begin by determining your face shape with the Face Chart. This will be your guide for recommended placement of contour and highlight creams.<br><br> Step 2: Using any of the three contour creams on the bottom row, apply this with a small makeup brush anywhere you want to slim or define your features. Typically, this cream is applied on the outer edges of the forehead, on either side of the bridge of the nose, underneath cheekbones, and along the jawline.<br><br> Step 3: Blend the contour cream using a sponge or angled makeup brush, there should be no harsh lines if you want this to look natural. Be sure to blend any contour cream on your jawline down toward your neck.<br><br></p><h3>Highlighting</h3><p>Step 4: Next, choose any of the three highlight creams on the top row. These can be used on any areas you want to emphasize or bring forward. Using a small brush, apply the highlighter from your lower lash line to the top of your cheek bone, filling in the area of skin in the middle (this should be quite a large surface area). Then, apply the highlighter down the bridge of your nose, Cupid’s bow, chin, and center of your forehead. This will bring out your key features which usually appear dark and puffy, to make them look brighter, healthier, and fuller.<br><br> Step 5: The final step is to blend the highlight cream using a sponge or dense makeup brush. Now you’ve finished contouring and highlighting like a pro!</p>",BPTEP011,simple,0,,a:0:{},
1467,"Refreshing Peppermint Green Tea Organic Lip Balm (.15 oz)","<STRONG>Product description:</STRONG> Organic <SPAN style=""OVERFLOW: hidden""><A id=hotword>olive</A></SPAN> and <SPAN style=""OVERFLOW: hidden""><A id=hotword>coconut</A></SPAN> oils moisturize while organic <SPAN style=""OVERFLOW: hidden""><A id=hotword>shea butter</A></SPAN> protects against drying. We use organic stevia leaf extract for a never-too-sweet flavor and organic <SPAN style=""OVERFLOW: hidden""><A id=hotword>peppermint</A></SPAN> to refresh your lips. Enriched with <SPAN style=""OVERFLOW: hidden""><A id=hotword>Vitamin E</A></SPAN> to nourish and heal.<BR><BR><B>Directions for use:</B> Apply daily. Reapply as needed.",HAV46534,simple,0,,a:0:{},
1468,"Soothing Vanilla Rosemary Organic Lip Balm (.15 oz)","<STRONG>Product description:</STRONG> Organic <SPAN style=""OVERFLOW: hidden""><A id=hotword>coconut</A></SPAN> and <SPAN style=""OVERFLOW: hidden""><A id=hotword>olive</A></SPAN> oils moisturize while organic <SPAN style=""OVERFLOW: hidden""><A id=hotword>shea butter</A></SPAN> protects against drying. We use organic stevia leaf extract for a never-too-sweet flavor and organic <SPAN style=""OVERFLOW: hidden""><A id=hotword>rosemary</A></SPAN> to soothe your lips. Enriched with <SPAN style=""OVERFLOW: hidden""><A id=hotword>Vitamin E</A></SPAN> to nourish and heal.<BR><BR><B>Directions for use:</B> Apply daily. Reapply as needed.",HAV46532,simple,0,,a:0:{},
